From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
P68133,P68133,reviewed,ACTS_HUMAN,"Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]",ACTA1 ACTA,Homo sapiens (Human),377,mesenchyme migration [GO:0090131]; muscle contraction [GO:0006936]; positive regulation of gene expression [GO:0010628]; skeletal muscle fiber development [GO:0048741]; skeletal muscle thin filament assembly [GO:0030240],actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; blood microparticle [GO:0072562]; cell body [GO:0044297]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; filopodium [GO:0030175]; lamellipodium [GO:0030027]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; striated muscle thin filament [GO:0005865],actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; blood microparticle [GO:0072562]; cell body [GO:0044297]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; filopodium [GO:0030175]; lamellipodium [GO:0030027]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; striated muscle thin filament [GO:0005865]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; myosin binding [GO:0017022]; structural constituent of cytoskeleton [GO:0005200]; mesenchyme migration [GO:0090131]; muscle contraction [GO:0006936]; positive regulation of gene expression [GO:0010628]; skeletal muscle fiber development [GO:0048741]; skeletal muscle thin filament assembly [GO:0030240],ADP binding [GO:0043531]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; myosin binding [GO:0017022]; structural constituent of cytoskeleton [GO:0005200]
P06733,P06733,reviewed,ENOA_HUMAN,Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein),ENO1 ENO1L1 MBPB1 MPB1,Homo sapiens (Human),434,canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; negative regulation of cell growth [GO:0030308]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of muscle contraction [GO:0045933]; positive regulation of plasminogen activation [GO:0010756]; response to virus [GO:0009615],cell cortex [GO:0005938]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; M band [GO:0031430]; membrane [GO:0016020]; nuclear outer membrane [GO:0005640]; nucleus [GO:0005634]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886],"cell cortex [GO:0005938]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; M band [GO:0031430]; membrane [GO:0016020]; nuclear outer membrane [GO:0005640]; nucleus [GO:0005634]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886]; cadherin binding [GO:0045296]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; GTPase binding [GO:0051020]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor activity [GO:0003714]; transcription corepressor binding [GO:0001222]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; negative regulation of cell growth [GO:0030308]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of muscle contraction [GO:0045933]; positive regulation of plasminogen activation [GO:0010756]; response to virus [GO:0009615]","cadherin binding [GO:0045296]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; GTPase binding [GO:0051020]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor activity [GO:0003714]; transcription corepressor binding [GO:0001222]"
P02042,P02042,reviewed,HBD_HUMAN,Hemoglobin subunit delta (Delta-globin) (Hemoglobin delta chain),HBD,Homo sapiens (Human),147,carbon dioxide transport [GO:0015670]; erythrocyte development [GO:0048821]; oxygen transport [GO:0015671],blood microparticle [GO:0072562]; cytosol [GO:0005829]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833],blood microparticle [GO:0072562]; cytosol [GO:0005829]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; carbon dioxide transport [GO:0015670]; erythrocyte development [GO:0048821]; oxygen transport [GO:0015671],heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]
P13929,P13929,reviewed,ENOB_HUMAN,Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (MSE) (Skeletal muscle enolase),ENO3,Homo sapiens (Human),434,canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096],magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]
P60709,P60709,reviewed,ACTB_HUMAN,"Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]",ACTB,Homo sapiens (Human),375,adherens junction assembly [GO:0034333]; apical protein localization [GO:0045176]; axonogenesis [GO:0007409]; cell motility [GO:0048870]; cellular response to cytochalasin B [GO:0072749]; chromatin remodeling [GO:0006338]; cytoskeleton organization [GO:0007010]; establishment or maintenance of cell polarity [GO:0007163]; maintenance of blood-brain barrier [GO:0035633]; morphogenesis of a polarized epithelium [GO:0001738]; negative regulation of cell differentiation [GO:0045596]; platelet aggregation [GO:0070527]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of norepinephrine uptake [GO:0051623]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of T cell differentiation [GO:0045582]; protein localization to adherens junction [GO:0071896]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of double-strand break repair [GO:2000779]; regulation of G0 to G1 transition [GO:0070316]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of norepinephrine uptake [GO:0051621]; regulation of nucleotide-excision repair [GO:2000819]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of synaptic vesicle endocytosis [GO:1900242]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transepithelial transport [GO:0150111]; substantia nigra development [GO:0021762],actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; adherens junction [GO:0005912]; apical junction complex [GO:0043296]; axon [GO:0030424]; bBAF complex [GO:0140092]; blood microparticle [GO:0072562]; brahma complex [GO:0035060]; brush border [GO:0005903]; calyx of Held [GO:0044305]; cell-cell junction [GO:0005911]; chromatin [GO:0000785]; cortical cytoskeleton [GO:0030863]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dense body [GO:0097433]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; GBAF complex [GO:0140288]; glutamatergic synapse [GO:0098978]; kinetochore [GO:0000776]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic actin cytoskeleton [GO:0098871]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; RSC-type complex [GO:0016586]; Schaffer collateral - CA1 synapse [GO:0098685]; SWI/SNF complex [GO:0016514]; synapse [GO:0045202]; tight junction [GO:0070160]; vesicle [GO:0031982],actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; adherens junction [GO:0005912]; apical junction complex [GO:0043296]; axon [GO:0030424]; bBAF complex [GO:0140092]; blood microparticle [GO:0072562]; brahma complex [GO:0035060]; brush border [GO:0005903]; calyx of Held [GO:0044305]; cell-cell junction [GO:0005911]; chromatin [GO:0000785]; cortical cytoskeleton [GO:0030863]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dense body [GO:0097433]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; GBAF complex [GO:0140288]; glutamatergic synapse [GO:0098978]; kinetochore [GO:0000776]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic actin cytoskeleton [GO:0098871]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; RSC-type complex [GO:0016586]; Schaffer collateral - CA1 synapse [GO:0098685]; SWI/SNF complex [GO:0016514]; synapse [GO:0045202]; tight junction [GO:0070160]; vesicle [GO:0031982]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; kinesin binding [GO:0019894]; nitric-oxide synthase binding [GO:0050998]; nitric-oxide synthase regulator activity [GO:0030235]; protein kinase binding [GO:0019901]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of postsynaptic actin cytoskeleton [GO:0098973]; Tat protein binding [GO:0030957]; tau protein binding [GO:0048156]; transporter regulator activity [GO:0141108]; adherens junction assembly [GO:0034333]; apical protein localization [GO:0045176]; axonogenesis [GO:0007409]; cell motility [GO:0048870]; cellular response to cytochalasin B [GO:0072749]; chromatin remodeling [GO:0006338]; cytoskeleton organization [GO:0007010]; establishment or maintenance of cell polarity [GO:0007163]; maintenance of blood-brain barrier [GO:0035633]; morphogenesis of a polarized epithelium [GO:0001738]; negative regulation of cell differentiation [GO:0045596]; platelet aggregation [GO:0070527]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of norepinephrine uptake [GO:0051623]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of T cell differentiation [GO:0045582]; protein localization to adherens junction [GO:0071896]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of double-strand break repair [GO:2000779]; regulation of G0 to G1 transition [GO:0070316]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of norepinephrine uptake [GO:0051621]; regulation of nucleotide-excision repair [GO:2000819]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of synaptic vesicle endocytosis [GO:1900242]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transepithelial transport [GO:0150111]; substantia nigra development [GO:0021762],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; kinesin binding [GO:0019894]; nitric-oxide synthase binding [GO:0050998]; nitric-oxide synthase regulator activity [GO:0030235]; protein kinase binding [GO:0019901]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of postsynaptic actin cytoskeleton [GO:0098973]; Tat protein binding [GO:0030957]; tau protein binding [GO:0048156]; transporter regulator activity [GO:0141108]
P00915,P00915,reviewed,CAH1_HUMAN,Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I) (Cyanamide hydratase CA1) (EC 4.2.1.69),CA1,Homo sapiens (Human),261,response to fructose [GO:0009750],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; arylesterase activity [GO:0004064]; carbonate dehydratase activity [GO:0004089]; cyanamide hydratase activity [GO:0018820]; hydro-lyase activity [GO:0016836]; zinc ion binding [GO:0008270]; response to fructose [GO:0009750],arylesterase activity [GO:0004064]; carbonate dehydratase activity [GO:0004089]; cyanamide hydratase activity [GO:0018820]; hydro-lyase activity [GO:0016836]; zinc ion binding [GO:0008270]
P01857,P01857,reviewed,IGHG1_HUMAN,Immunoglobulin heavy constant gamma 1 (Ig gamma-1 chain C region) (Ig gamma-1 chain C region EU) (Ig gamma-1 chain C region KOL) (Ig gamma-1 chain C region NIE),IGHG1,Homo sapiens (Human),399,"adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; antibody-dependent cellular cytotoxicity [GO:0001788]; B cell receptor signaling pathway [GO:0050853]; complement activation, classical pathway [GO:0006958]; complement-dependent cytotoxicity [GO:0097278]","blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgG immunoglobulin complex [GO:0071735]; immunoglobulin complex, circulating [GO:0042571]; plasma membrane [GO:0005886]","blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgG immunoglobulin complex [GO:0071735]; immunoglobulin complex, circulating [GO:0042571]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; Fc-gamma receptor I complex binding [GO:0034988]; immunoglobulin receptor binding [GO:0034987]; adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; antibody-dependent cellular cytotoxicity [GO:0001788]; B cell receptor signaling pathway [GO:0050853]; complement activation, classical pathway [GO:0006958]; complement-dependent cytotoxicity [GO:0097278]",antigen binding [GO:0003823]; Fc-gamma receptor I complex binding [GO:0034988]; immunoglobulin receptor binding [GO:0034987]
P32119,P32119,reviewed,PRDX2_HUMAN,Peroxiredoxin-2 (EC 1.11.1.24) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2),PRDX2 NKEFB TDPX1,Homo sapiens (Human),198,cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; defense response to tumor cell [GO:0002357]; extrinsic apoptotic signaling pathway [GO:0097191]; hydrogen peroxide catabolic process [GO:0042744]; leukocyte activation [GO:0045321]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of lipopolysaccharide-mediated signaling pathway [GO:0031665]; negative regulation of T cell differentiation [GO:0045581]; positive regulation of blood coagulation [GO:0030194]; positive regulation of MAPK cascade [GO:0043410]; regulation of apoptotic process [GO:0042981]; regulation of hydrogen peroxide metabolic process [GO:0010310]; removal of superoxide radicals [GO:0019430]; respiratory burst involved in inflammatory response [GO:0002536]; response to lipopolysaccharide [GO:0032496]; response to oxidative stress [GO:0006979]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; thymus development [GO:0048538],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; antioxidant activity [GO:0016209]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; defense response to tumor cell [GO:0002357]; extrinsic apoptotic signaling pathway [GO:0097191]; hydrogen peroxide catabolic process [GO:0042744]; leukocyte activation [GO:0045321]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of lipopolysaccharide-mediated signaling pathway [GO:0031665]; negative regulation of T cell differentiation [GO:0045581]; positive regulation of blood coagulation [GO:0030194]; positive regulation of MAPK cascade [GO:0043410]; regulation of apoptotic process [GO:0042981]; regulation of hydrogen peroxide metabolic process [GO:0010310]; removal of superoxide radicals [GO:0019430]; respiratory burst involved in inflammatory response [GO:0002536]; response to lipopolysaccharide [GO:0032496]; response to oxidative stress [GO:0006979]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; thymus development [GO:0048538],antioxidant activity [GO:0016209]; thioredoxin peroxidase activity [GO:0008379]
P14618,P14618,reviewed,KPYM_HUMAN,Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2) (EC 2.7.11.1) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (Tyrosine-protein kinase PKM2) (EC 2.7.10.2) (p58),PKM OIP3 PK2 PK3 PKM2,Homo sapiens (Human),531,canonical glycolysis [GO:0061621]; cellular response to insulin stimulus [GO:0032869]; glycolytic process [GO:0006096]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of sprouting angiogenesis [GO:1903672]; positive regulation of transcription by RNA polymerase II [GO:0045944]; programmed cell death [GO:0012501],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular vesicle [GO:1903561]; ficolin-1-rich granule lumen [GO:1904813]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; rough endoplasmic reticulum [GO:0005791]; secretory granule lumen [GO:0034774]; sperm principal piece [GO:0097228]; vesicle [GO:0031982],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular vesicle [GO:1903561]; ficolin-1-rich granule lumen [GO:1904813]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; rough endoplasmic reticulum [GO:0005791]; secretory granule lumen [GO:0034774]; sperm principal piece [GO:0097228]; vesicle [GO:0031982]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; histone H3T11 kinase activity [GO:0035402]; magnesium ion binding [GO:0000287]; MHC class II protein complex binding [GO:0023026]; mRNA binding [GO:0003729]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; potassium ion binding [GO:0030955]; protein homodimerization activity [GO:0042803]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; pyruvate kinase activity [GO:0004743]; RNA binding [GO:0003723]; transcription coactivator activity [GO:0003713]; canonical glycolysis [GO:0061621]; cellular response to insulin stimulus [GO:0032869]; glycolytic process [GO:0006096]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of sprouting angiogenesis [GO:1903672]; positive regulation of transcription by RNA polymerase II [GO:0045944]; programmed cell death [GO:0012501],ATP binding [GO:0005524]; cadherin binding [GO:0045296]; histone H3T11 kinase activity [GO:0035402]; magnesium ion binding [GO:0000287]; MHC class II protein complex binding [GO:0023026]; mRNA binding [GO:0003729]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; potassium ion binding [GO:0030955]; protein homodimerization activity [GO:0042803]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; pyruvate kinase activity [GO:0004743]; RNA binding [GO:0003723]; transcription coactivator activity [GO:0003713]
P60174,P60174,reviewed,TPIS_HUMAN,Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase),TPI1 TPI,Homo sapiens (Human),249,canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]; methylglyoxal biosynthetic process [GO:0019242],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; nucleus [GO:0005634],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; nucleus [GO:0005634]; methylglyoxal synthase activity [GO:0008929]; protein homodimerization activity [GO:0042803]; triose-phosphate isomerase activity [GO:0004807]; ubiquitin protein ligase binding [GO:0031625]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]; methylglyoxal biosynthetic process [GO:0019242],methylglyoxal synthase activity [GO:0008929]; protein homodimerization activity [GO:0042803]; triose-phosphate isomerase activity [GO:0004807]; ubiquitin protein ligase binding [GO:0031625]
P09104,P09104,reviewed,ENOG_HUMAN,Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE),ENO2,Homo sapiens (Human),434,canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; response to estradiol [GO:0032355]; response to xenobiotic stimulus [GO:0009410],cell cortex [GO:0005938]; cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; growth cone [GO:0030426]; membrane [GO:0016020]; membrane raft [GO:0045121]; perikaryon [GO:0043204]; phosphopyruvate hydratase complex [GO:0000015]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; synaptic membrane [GO:0097060],cell cortex [GO:0005938]; cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; growth cone [GO:0030426]; membrane [GO:0016020]; membrane raft [GO:0045121]; perikaryon [GO:0043204]; phosphopyruvate hydratase complex [GO:0000015]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; synaptic membrane [GO:0097060]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; protein-containing complex binding [GO:0044877]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; response to estradiol [GO:0032355]; response to xenobiotic stimulus [GO:0009410],enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; protein-containing complex binding [GO:0044877]
P18669,P18669,reviewed,PGAM1_HUMAN,Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B),PGAM1 PGAMA CDABP0006,Homo sapiens (Human),254,canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; secretory granule lumen [GO:0034774],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; secretory granule lumen [GO:0034774]; bisphosphoglycerate mutase activity [GO:0004082]; hydrolase activity [GO:0016787]; phosphoglycerate mutase activity [GO:0004619]; protein kinase binding [GO:0019901]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094],bisphosphoglycerate mutase activity [GO:0004082]; hydrolase activity [GO:0016787]; phosphoglycerate mutase activity [GO:0004619]; protein kinase binding [GO:0019901]
